Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL506871,VELIPARIB,3,244.3,0,1.26,Veliparib,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,IC50,'=',3.311,nM,8.48,,,UO_0000065,34.71,0.64,7.22,10.12,0,CHEMBL3995357,Inhibition of full length recombinant human His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL372303,PJ34,None,295.34,0,2.18,PJ34,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,IC50,'=',10.96,nM,7.96,,,UO_0000065,26.95,0.49,5.78,12.21,0,CHEMBL3995357,Inhibition of full length recombinant human His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL506871,VELIPARIB,3,244.3,0,1.26,Veliparib,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,IC50,'=',3.3,nM,8.48,,,UO_0000065,34.72,0.64,7.22,10.12,0,CHEMBL3995357,Inhibition of full length recombinant human His6-tagged PARP1 expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994596,1,Scientific Literature,J Med Chem,2017,None,,
CHEMBL2237216,,None,405.52,0,3.28,9t,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(c2ccccc2)CC1,ED50,'=',1.29,uM,,,,UO_0000064,,,,,0,CHEMBL3061927,Inhibition of PARP-1 (unknown origin) expressed in CHO-K1 cells assessed as depletion of NAD(P)H after 2 hr by CCK-8 assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3046242,1,Scientific Literature,Med Chem Res,2012,CHEMBL3307512,,
CHEMBL3422689,,None,305.34,0,2.49,1k,CN(C)c1ccc(C2=Nc3cccc4c(=O)[nH]nc(c34)N2)cc1,Inhibition,'=',18.95,%,,,,UO_0000187,,,,,0,CHEMBL3424650,Inhibition of PARP1 (unknown origin) at 1 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421544,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL1140,NIACINAMIDE,4,122.13,0,0.18,nicotinamide,NC(=O)c1cccnc1,IC50,'=',210000,nM,3.68,Outside typical range,,UO_0000065,,,,,1,CHEMBL3424649,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421544,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3317906,,None,483.55,0,3.05,18j,N#Cc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,Inhibition,'=',85.93,%,,,,UO_0000187,,,,,0,CHEMBL3371142,Inhibition of human PARP1 at 1 umol,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351610,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,
CHEMBL3317900,,None,410.5,0,2.27,18d,CCC(=O)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,Inhibition,'=',82.83,%,,,,UO_0000187,,,,,0,CHEMBL3371142,Inhibition of human PARP1 at 1 umol,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351610,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,
CHEMBL3290473,,None,281.27,0,2.11,55,NC(=O)c1cccc2c1O/C(=C\c1ccccc1O)C2=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL3293313,Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286176,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL3290483,,None,394.43,0,2.11,65,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCN3CCOCC3)cc1)C2=O,IC50,'=',2070,nM,5.68,,,UO_0000065,14.41,0.27,3.57,6.24,0,CHEMBL3293313,Inhibition of PARP-1 (unknown origin) using biotinylated NAD+ as substrate after 60 mins by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286176,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL4452246,,None,358.47,0,1.89,1b,COc1ccccc1N1CCN(c2nc3c(c(=O)[nH]2)CSCC3)CC1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4388124,Inhibition of recombinant human PARP1 expressed in Escherichia coli assessed as reduction in auto-PARylation using histone as substrate measured after 45 mins in presence of biotinylated-NAD+ by ELISA,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387706,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL594214,,None,269.69,0,2.98,11,O=c1[nH]c2c(nc3cc(Cl)ccn32)c2ccccc12,IC50,'=',5870,nM,5.23,,,UO_0000065,19.4,0.38,2.25,10.43,0,CHEMBL1073928,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152644,1,Scientific Literature,Bioorg Med Chem,2009,None,,
CHEMBL2377258,,None,366.44,0,2.82,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4097709,,None,479.54,0,2.52,9i,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2N)C1,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL4064245,,None,512.87,0,1.94,10e,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1Cl)[C@H]1CCNC1.O=C(O)C(F)(F)F,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL4072851,,None,409.4,0,1.19,10g,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1[N+](=O)[O-])[C@H]1CCNC1,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL4072243,,None,451.46,0,1.47,11f,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(C(=O)C2CC2)C1,IC50,'=',54,nM,7.27,,,UO_0000065,16.1,0.3,5.8,6.2,0,CHEMBL4055845,Inhibition of recombinant human PARP-1 expressed in Escherichia coli BL21 (DE3) using sheared DNA as substrate in presence of biotinylated NAD after 1 hr by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4052674,1,Scientific Literature,Bioorg Med Chem,2017,None,,
CHEMBL3317915,,None,448.5,0,2.77,18s,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)c2ccco2)CC1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3371141,Inhibition of human PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351610,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,
CHEMBL201616,,None,348.41,0,1.56,6a,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCNCC1,IC50,'=',30.5,nM,7.52,,,UO_0000065,21.57,0.39,5.96,9.62,0,CHEMBL3241058,Inhibition of PARP-1 (unknown origin) assessed as incorporation of biotinylated poly ADP-ribose onto histone proteins by colorimetric analysis in presence of GSH and GSTP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232734,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL4164344,,None,459.51,1,5.78,11c,COc1cccc2c(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3)c3ccccc3nc12,IC50,'=',190,nM,6.72,,,UO_0000065,14.63,0.26,0.94,6.35,0,CHEMBL4132367,Inhibition of PARP1 (unknown origin) assessed as reduction in biotinylated poly(ADP-ribose) incorporation on to histone protein by ELISA based colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130375,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4172239,,None,459.51,1,5.78,11b,COc1ccc2nc3ccccc3c(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3)c2c1,IC50,'=',250,nM,6.6,,,UO_0000065,14.37,0.26,0.82,6.23,0,CHEMBL4132367,Inhibition of PARP1 (unknown origin) assessed as reduction in biotinylated poly(ADP-ribose) incorporation on to histone protein by ELISA based colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130375,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3663638,,None,342.44,0,2.4,BDBM167410,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCCC4)CC3)c(=O)c12,IC50,'=',230,nM,6.64,,311104,UO_0000065,19.39,0.36,4.24,7.89,0,CHEMBL3887115,PAR Assay: Cellular activity of PARP-1 inhibitors was assessed by measuring the inhibition of the hydrogen peroxide induced PAR formation in HeLa cells (ECACC). Cellular PAR levels were measured by immunocytochemistry,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663641,,None,392.45,0,2.65,BDBM167413,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCC(F)(F)CC2)CC1,IC50,'=',100,nM,7,,311107,UO_0000065,17.84,0.34,4.35,9.56,0,CHEMBL3887115,PAR Assay: Cellular activity of PARP-1 inhibitors was assessed by measuring the inhibition of the hydrogen peroxide induced PAR formation in HeLa cells (ECACC). Cellular PAR levels were measured by immunocytochemistry,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663659,,None,354.41,0,1.87,BDBM167431,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(Cc2ccco2)CC1,Kd,'=',15,nM,7.82,,311087,UO_0000065,22.08,0.41,5.95,9.06,0,CHEMBL3887114,Displacement Assay: Affinity evaluation of the tested compounds and their selectivity with respect to the different PARP isoforms of interest was assessed in a displacement assay.The identification of compounds capable of binding several PARP proteins is carried out through a screening method including the steps of a) providing a reaction mixture containing: the PARP protein isoform under investigation,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663637,,None,328.42,0,2.01,BDBM167409,NC(=O)c1cccc2[nH]n(C3CCN(C4CCCC4)CC3)c(=O)c12,Kd,'=',50,nM,7.3,,311065,UO_0000065,22.23,0.42,5.29,8.68,0,CHEMBL3887114,Displacement Assay: Affinity evaluation of the tested compounds and their selectivity with respect to the different PARP isoforms of interest was assessed in a displacement assay.The identification of compounds capable of binding several PARP proteins is carried out through a screening method including the steps of a) providing a reaction mixture containing: the PARP protein isoform under investigation,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663652,,None,356.47,0,2.65,BDBM167424,NC(=O)c1cccc2[nH]n(C3CCN(CC4CCCCC4)CC3)c(=O)c12,Kd,'=',60,nM,7.22,,311080,UO_0000065,20.26,0.38,4.57,8.59,0,CHEMBL3887114,Displacement Assay: Affinity evaluation of the tested compounds and their selectivity with respect to the different PARP isoforms of interest was assessed in a displacement assay.The identification of compounds capable of binding several PARP proteins is carried out through a screening method including the steps of a) providing a reaction mixture containing: the PARP protein isoform under investigation,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3940683,,None,498.58,0,1.42,BDBM191185,COCCN(Cc1nc2c(c(=O)[nH]1)COCC2)C(=O)CN1CCC(C(=O)c2ccc(OC)cc2)CC1,IC50,'>',19000,nM,,,342056,UO_0000065,,,,,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3967549,,None,454.53,0,1.37,BDBM191224,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1C,IC50,'=',17100,nM,4.77,,342073,UO_0000065,10.49,0.2,3.4,4.2,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3957951,,None,410.48,0,4.04,BDBM214303,O=C(Nc1ccc2ncccc2c1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',23,nM,7.64,,376510,UO_0000065,18.61,0.34,3.6,8.71,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3958994,,None,351.41,0,2.13,BDBM214308,O=C1CC[C@@H]2COc3ccc(Cc4n[nH]c(=O)c5c4CCCC5)cc3N12,Ki,'=',14,nM,7.85,,376515,UO_0000065,22.35,0.41,5.72,10.43,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3974615,,None,504.57,1,2.63,BDBM214587,CN(C(=O)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)C1CCN(C(=O)c2ccncc2)CC1,Ki,'=',4,nM,8.4,,376825,UO_0000065,16.64,0.31,5.77,7.55,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3901005,,None,504.57,1,2.63,BDBM214596,CN(C(=O)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)C1CCN(C(=O)c2ccccn2)CC1,Ki,'=',3,nM,8.52,,376834,UO_0000065,16.89,0.31,5.89,7.66,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3974780,,None,624.64,1,4.93,BDBM214600,CC(C)n1c(C(F)(F)F)nc2cc(C(=O)N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6c5CCCC6)ccc4F)CC3)ccc21,Ki,'=',5,nM,8.3,,376838,UO_0000065,13.29,0.25,3.37,7.97,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3907439,,None,479.51,0,2.49,BDBM214601,O=C(NC1CCN(C(=O)c2ccco2)CC1)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',4,nM,8.4,,376839,UO_0000065,17.51,0.33,5.91,6.98,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3898349,,None,496.57,0,2.35,BDBM214622,O=C(NC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3NCCC4)ccc2F)CC1)c1cscn1,Ki,'=',1.5,nM,8.82,,376860,UO_0000065,17.77,0.34,6.47,7.35,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3904375,,None,422.46,0,3.27,BDBM214398,O=C(CCOc1ccccc1)Nc1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',2,nM,8.7,,376614,UO_0000065,20.59,0.38,5.43,9.05,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3932639,,None,504.57,1,2.63,BDBM214585,CN(C(=O)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)C1CCN(C(=O)c2cccnc2)CC1,Ki,'=',7,nM,8.15,,376823,UO_0000065,16.16,0.3,5.52,7.33,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3912900,,None,476.51,0,1.77,BDBM214607,O=C(c1cncnc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,Ki,'=',1.7,nM,8.77,,376845,UO_0000065,18.4,0.34,7,7.82,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3939957,,None,479.52,0,1.62,BDBM214608,O=C(NC1CCN(C(=O)c2cn[nH]c2)CC1)c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F,Ki,'=',9,nM,8.05,,376846,UO_0000065,16.78,0.31,6.43,5.92,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3907369,,None,323.4,0,2.37,BDBM213900,O=C1CCCN1c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',39.6,nM,7.4,,376881,UO_0000065,22.89,0.42,5.03,11.21,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3944277,,None,355.37,0,2.03,BDBM213903,O=C1CCC(=O)N1c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',1.1,nM,8.96,,376884,UO_0000065,25.21,0.47,6.93,10.78,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3898342,,None,439.52,0,3.99,BDBM213906,Cc1c(C(=O)Nc2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cnn1-c1ccccc1,Ki,'=',9,nM,8.05,,376887,UO_0000065,18.31,0.33,4.06,8.68,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3939380,,None,428.54,0,3.2,BDBM213918,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(c2ccccc2)CC1,Ki,'=',3,nM,8.52,,376899,UO_0000065,19.89,0.36,5.32,12.3,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3962134,,None,464.52,0,3.48,BDBM213925,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ccc(F)cc2)CC1,Ki,'=',4,nM,8.4,,376906,UO_0000065,18.08,0.34,4.92,12.12,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3935109,,None,468.57,0,3.1,BDBM213935,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)C1,Ki,'=',6,nM,8.22,,376916,UO_0000065,17.55,0.33,5.12,9.52,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3985126,,None,409.46,0,3.06,BDBM214235,O=C1C2CCCCC2C(=O)N1c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',2,nM,8.7,,376442,UO_0000065,21.24,0.4,5.64,10.46,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3895743,,None,447.54,0,3.23,BDBM214342,COc1ccc(CCNC(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)cc1OC,Ki,'=',19,nM,7.72,,376549,UO_0000065,17.25,0.32,4.49,8.27,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3903759,,None,359.4,0,2.35,BDBM214386,COCCC(=O)Nc1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F,Ki,'=',5,nM,8.3,,376594,UO_0000065,23.1,0.44,5.95,9.87,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3910994,,None,484.53,0,1.07,BDBM214395,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(C(=O)N2CCOCC2)CC1,Ki,'=',2,nM,8.7,,376609,UO_0000065,17.95,0.34,7.63,7.85,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2058925,,None,448.5,0,2.22,BDBM50387948,O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cccnc2)CC1,Ki,'=',1,nM,9,,376808,UO_0000065,20.07,0.37,6.78,9.55,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3577702,,None,504.54,1,2.19,A102-Pyz-B104,COc1ccc2c(c1)C(CC(=O)N1CCN(C(=O)c3ccccc3N3CCC(=O)NC3=O)CC1)CC2=O,IC50,'=',194.98,nM,6.71,,,UO_0000065,13.3,0.25,4.52,5.77,0,CHEMBL3579452,Inhibition of full length PARP1 (unknown origin) expressed in Escherichia coli BL21 (DE3) assessed as reduction in ADP-ribosyl transferase activity using NAD+ by chemiluminescence detection based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576815,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3905973,,None,395.2,0,3.57,BDBM240714,NCCOc1c(-c2ccc(Br)cc2)[nH]c(=O)c2c(F)c(F)ccc12,IC50,'=',20,nM,7.7,,420011,UO_0000065,19.48,0.44,4.13,11.3,0,CHEMBL3888857,PAR Assay: Studies were performed as follows: 6000 cells/well were seeded in 96 well plates (Perkin Elmer) in MEM/10% FCS and incubated for 24 hs at 37° C.,,,,,,,,,,,,,,,,,,,,,,,
